customer_id,customer_name,email,phone,city,state,pincode,signup_date,signup_channel,customer_segment,is_active
CST0029,Ishwar Mannan,gokhalesarthak@example.com,7061955086,Jaipur,Kerala,607996,2023-09-12,organic,Premium,True
CST0030,Reyansh Krishnan,bsoman@example.net,+917751865110,Guna,Andhra Pradesh,569696,2026-07-24,referral,VIP,False
CST0031,Ayushman Choudhary,bkhosla@example.com,01355898559,Karimnagar,Telangana,122878,2024-04-01,organic,VIP,False
CST0032,Ekaraj Sangha,qperi@example.net,8086540976,Amritsar,Arunachal Pradesh,477805,2023-12-30,paid_search,Premium,False
CST0033,Advika Magar,charvi34@example.net,1192239235,Gwalior,Tamil Nadu,591098,2024-08-31,paid_search,Regular,True
CST0034,Ryan Gulati,pushtisrinivasan@example.org,1220936913,Raichur,Chhattisgarh,804144,2024-10-16,referral,VIP,True
CST0035,Mitali Lalla,mandyachana@example.net,05587770276,Berhampur,Kerala,644992,2024-03-23,paid_search,VIP,True
CST0036,Chandresh Sachdeva,tanejajyoti@example.com,+915644299847,Bhopal,Mizoram,100201,2024-12-05,social,Regular,False
CST0037,Chameli Doctor,keyakrishnamurthy@example.net,9707894077,Bettiah,Meghalaya,026167,2024-08-25,email,Premium,True
CST0038,Edhitha Chaudhry,veer79@example.net,07779470631,Kumbakonam,Kerala,407956,2024-08-28,social,Premium,True
CST0039,Isaac Das,zachariahudant@example.com,00165570615,Gorakhpur,Tamil Nadu,385490,2025-03-05,paid_search,VIP,True
CST0040,Dayamai Kalla,radhakrishnanzashil@example.org,+910936985082,Chandigarh,Andhra Pradesh,041505,2025-01-01,referral,Premium,True
CST0041,Urishilla Doctor,dakshaanand@example.com,00172879374,Durg,Tamil Nadu,696887,2026-01-01,social,Premium,True
CST0042,Daniel Wali,anandaarush@example.net,+915234684839,New Delhi,Telangana,185265,2024-09-04,referral,Regular,True
CST0043,Tanay Saini,sbir@example.org,6873848250,Berhampur,Arunachal Pradesh,074503,2024-10-06,organic,VIP,False
CST0044,Tanmayi Chakrabarti,sachdevaharrison@example.net,6791646364,Dhule,Tripura,775828,2025-12-27,social,Regular,False
CST0045,Yashasvi Comar,sarthaksrinivasan@example.net,7586689010,Bellary,Gujarat,813054,2023-12-01,referral,Regular,True
CST0046,Rachit Pingle,anvihans@example.com,+915464976112,Morena,Goa,103519,2025-08-25,paid_search,Regular,True
CST0047,Saksham Patel,miteshshetty@example.org,07685490357,Nagpur,Manipur,996316,2024-11-06,email,Regular,False
CST0048,Owen Gala,bachittar23@example.net,04026152937,Sambhal,Haryana,356505,2026-03-07,paid_search,Premium,True
CST0049,Elijah Pai,onveer88@example.net,+912976055418,Vadodara,Goa,738733,2025-08-29,email,Regular,True
CST0050,Krisha Parmer,hemapradhan@example.com,04035944933,Gandhidham,Uttar Pradesh,039270,2026-04-09,referral,VIP,False
CST0051,Arin Jhaveri,yashoda72@example.com,8083442546,Eluru,Tripura,226529,2024-10-22,organic,Premium,True
CST0052,Mohammed Prakash,vasana59@example.org,04997263725,Mahbubnagar,Madhya Pradesh,385620,2024-08-08,organic,Premium,False
CST0053,Qarin Mangat,balakrishnanvamakshi@example.com,6349774090,Sangli-Miraj & Kupwad,Tripura,421226,2025-01-30,email,Regular,True
CST0054,Ekalinga Apte,utkarshwalla@example.org,+919206947710,Panipat,Telangana,878583,2026-08-06,organic,Premium,True
CST0055,Azaan Shroff,yashoda74@example.org,+914270185279,Satara,Goa,433383,2024-12-08,email,Premium,False
CST0056,Chanakya Sahota,nidramander@example.com,+913564110451,Srinagar,Mizoram,437291,2025-11-15,social,VIP,True
CST0057,Bhavini Sangha,nbalay@example.com,03875071335,Ambala,Andhra Pradesh,184567,2025-10-24,email,Premium,True
CST0058,Matthew Solanki,naraindayamai@example.org,+918416628105,Parbhani,Uttar Pradesh,486858,2024-02-10,social,Regular,True
CST0059,Vidhi Iyer,kbalan@example.com,00683814168,Raebareli,Gujarat,616435,2024-08-29,paid_search,VIP,True
CST0060,Krishna Oza,kritikaguha@example.net,08121530782,Deoghar,Meghalaya,760836,2026-02-14,referral,Premium,True
CST0061,Vamakshi Mistry,doshimohini@example.net,04114673971,Serampore,Sikkim,245173,2025-07-07,paid_search,Regular,True
CST0062,Kai Vig,nairunnati@example.net,+918901369864,Amritsar,Bihar,833265,2024-08-12,email,Regular,False
CST0063,Saksham Nadkarni,prisha62@example.net,02745033787,Kavali,Tamil Nadu,823373,2025-09-04,organic,VIP,True
CST0064,Charles Mitra,thomaszachariah@example.com,00949548284,Udaipur,Himachal Pradesh,231942,2025-05-15,email,VIP,True
CST0065,Yahvi Kumar,edhithamohan@example.net,1676283407,Bhopal,Chhattisgarh,598995,2025-04-16,organic,Premium,True
CST0066,Shravya Chaudhari,lavanya92@example.net,+911634415977,Mehsana,Mizoram,299094,2026-03-22,referral,Regular,True
CST0067,Raksha Aurora,samarth48@example.org,6908371731,Silchar,Mizoram,962504,2023-09-17,organic,Regular,False
CST0068,Yashawini Dara,timothynarang@example.com,04435431822,Khora ,Uttar Pradesh,667630,2025-05-10,email,Regular,True
CST0069,Nicholas Sankaran,pingleleela@example.net,8608620979,Kurnool,Tamil Nadu,153083,2025-01-24,paid_search,Premium,False
CST0070,Ojasvi Virk,zbiswas@example.com,01764255516,Rajkot,Karnataka,854624,2025-04-28,email,VIP,True
CST0071,Jai Kuruvilla,koshymahika@example.com,+916419501384,Visakhapatnam,Maharashtra,220777,2025-04-05,referral,VIP,True
CST0072,Maya Mitter,memonindrajit@example.com,6468879375,Ambattur,Jharkhand,638140,2024-03-16,referral,VIP,True
CST0073,Chavvi Dugar,jeet29@example.com,+913957651772,Avadi,Tripura,472212,2025-06-26,referral,Premium,True
CST0074,Krishna Shere,finnkothari@example.org,+911953474257,Tadepalligudem,Jharkhand,818890,2026-04-09,email,Regular,True
CST0075,Dalaja Naidu,leenadevan@example.com,07469850668,Jaunpur,Telangana,516976,2026-02-12,referral,Regular,True
CST0076,Vanya Sundaram,nazarethpatrick@example.com,04562481610,Tinsukia,Chhattisgarh,209827,2025-11-09,referral,Premium,True
CST0077,Rayaan Sami,harinakshi14@example.net,+916980989256,Raichur,Madhya Pradesh,977376,2023-10-30,referral,Premium,False
CST0078,Warjas Warrior,rlanka@example.org,03199554436,Warangal,Tamil Nadu,517839,2025-06-28,organic,VIP,True
CST0079,Kala Ramesh,faqid85@example.org,01897402475,Farrukhabad,Sikkim,746138,2026-05-20,paid_search,VIP,False
CST0080,Forum Hari,ushetty@example.org,8629456865,Mango,Mizoram,148326,2026-06-15,social,VIP,False
CST0081,Lipika Ravi,brindadugar@example.net,06415231069,Mumbai,Punjab,292726,2024-02-07,social,Regular,True
CST0082,Ayush Sen,xavier07@example.com,+919165893394,Sonipat,Punjab,124692,2024-04-30,social,Regular,False
CST0083,Vasatika Kadakia,enarayanan@example.com,8286693719,Navi Mumbai,Rajasthan,153685,2026-05-12,paid_search,VIP,True
CST0084,Lekha Lad,vohramitali@example.com,+918622594813,Anantapuram,Goa,791153,2025-07-15,paid_search,Premium,True
CST0085,Udyati Chadha,andrewagarwal@example.net,5739788031,Mangalore,Madhya Pradesh,125643,2026-06-10,organic,VIP,True
CST0086,Xavier Lall,vaishnavi17@example.net,+918026528634,Belgaum,Meghalaya,942762,2024-04-04,social,Premium,True
CST0087,Jeet Kashyap,omisha47@example.com,+916310626202,Ulhasnagar,Goa,366602,2025-03-26,referral,Premium,False
CST0088,Osha Behl,mitalfarhan@example.net,+910125690123,Visakhapatnam,Jharkhand,580882,2026-06-30,organic,VIP,True
CST0089,Lakshmi Shan,savantishaan@example.org,2582867208,Pallavaram,Rajasthan,443917,2026-05-03,social,Premium,True
CST0090,Orinder Chawla,perivyanjana@example.net,8405883431,Rourkela,Manipur,994878,2025-12-09,organic,Premium,True
CST0091,Dhriti Lall,sneharaghavan@example.net,+915511668086,Latur,Sikkim,753200,2026-07-07,social,Premium,True
CST0092,Ekavir Kari,ishitaranganathan@example.net,+919281603302,Tiruchirappalli,Nagaland,775972,2024-10-28,organic,VIP,True
CST0093,Vinaya Vyas,waida70@example.net,2966237463,Dewas,Uttarakhand,876870,2024-12-31,referral,VIP,False
CST0094,Vedant Balakrishnan,gmerchant@example.com,5302805369,Jaipur,Goa,602899,2026-05-07,organic,Regular,True
CST0095,Nirja Suresh,ramanathanrohan@example.com,05142106677,Gudivada,Telangana,240166,2026-02-14,social,Regular,True
CST0096,Isha Viswanathan,koshyarin@example.net,0335154527,Chapra,Nagaland,496057,2025-02-25,social,VIP,True
CST0097,Leena Behl,ochada@example.com,+915367178592,Rohtak,Andhra Pradesh,793820,2025-07-24,social,Regular,False
CST0098,Yadavi Sani,agrawaljagat@example.org,5949400519,Tiruchirappalli,Punjab,523557,2025-05-06,paid_search,Premium,True
CST0099,Mekhala Mangat,dakshatailor@example.org,+916764294379,Vijayawada,Tamil Nadu,569766,2025-01-20,organic,Premium,True
CST0100,Chatura Doctor,pallavi98@example.org,09345296875,Singrauli,Madhya Pradesh,698528,2025-01-22,email,Regular,True
CST0101,Wakeeta Char,madhavrattan@example.org,4241719893,Berhampur,Manipur,729158,2024-08-04,paid_search,Regular,True
CST0102,Arya Nayar,cben@example.net,07840284609,Bhilwara,Telangana,274787,2023-09-30,email,VIP,True
CST0103,Waida Balakrishnan,nirjabakshi@example.com,+910894712596,Maheshtala,Himachal Pradesh,457449,2025-07-20,email,VIP,True
CST0104,Yashvi Rastogi,mbabu@example.com,02992943591,Katni,Sikkim,642000,2026-06-22,social,Premium,True
CST0105,Brijesh Batta,rushilkrishna@example.org,01284512847,Kishanganj,Goa,545126,2025-08-23,referral,Regular,False
CST0106,Eta Balay,hmaster@example.org,+918935211941,Faridabad,Himachal Pradesh,016471,2026-05-16,referral,Regular,True
CST0107,Divya Lala,pmurty@example.org,5999944178,Delhi,Mizoram,039790,2025-09-05,referral,Regular,True
CST0108,Osha Thakkar,vivaan65@example.org,3224764781,Latur,Arunachal Pradesh,019710,2025-03-17,referral,VIP,False
CST0109,Geetika Bajaj,kbali@example.com,02507746333,Bharatpur,Uttar Pradesh,275519,2025-01-15,email,Premium,False
CST0110,Sneha Kakar,gchadha@example.org,+912188760640,Haldia,Mizoram,226196,2026-05-29,organic,Regular,True
CST0111,Manbir Kaul,yoshitanarang@example.com,+917996509763,Allahabad,Manipur,149120,2023-09-27,social,Regular,False
CST0112,Lila Deo,neelima03@example.net,4652415935,Ballia,Tamil Nadu,281353,2024-12-24,email,Regular,True
CST0113,Neel Bhatia,farasjoshi@example.com,07845976107,Silchar,Chhattisgarh,345045,2025-11-22,referral,VIP,True
CST0114,Yashasvi Pai,shivanshmutti@example.net,+915010218267,Tiruvottiyur,Andhra Pradesh,377927,2025-05-14,paid_search,VIP,False
CST0115,Wakeeta Mani,ijayasarma@example.org,0832419488,Bardhaman,Maharashtra,421496,2024-01-12,referral,Regular,True
CST0116,Raksha Palla,gavinupadhyay@example.org,+919712711519,Mau,Sikkim,856688,2024-05-15,social,Premium,True
CST0117,Amara Pandya,anjali31@example.net,+917269451997,Shahjahanpur,Odisha,825408,2024-01-12,email,VIP,True
CST0118,Oeshi Kashyap,chaudhurivanya@example.net,08231556502,Bijapur,Maharashtra,954022,2026-03-26,paid_search,Premium,True
CST0119,Yachana Choudhury,mkibe@example.com,03677774720,Kolhapur,Andhra Pradesh,428517,2025-04-01,referral,VIP,True
CST0120,Jasmit Shroff,ekiya21@example.com,05053551071,Alappuzha,Himachal Pradesh,469102,2024-10-21,email,Regular,True
CST0121,Indira Srinivas,ahujasaumya@example.com,4036878452,Tumkur,Bihar,040603,2026-03-05,email,VIP,False
CST0122,Jatin Chaudhari,hrana@example.com,+915898496860,Korba,Haryana,417729,2023-11-14,referral,Premium,False
CST0123,Ekalinga Som,samarthmahajan@example.org,06424500378,Mathura,Andhra Pradesh,639536,2023-10-22,referral,Regular,True
CST0124,Ganga Kalla,ramanathanneel@example.net,8542905586,Madhyamgram,Assam,506474,2024-08-07,email,Regular,True
CST0125,Damini Pillai,lohit92@example.net,5601918834,Gorakhpur,Tripura,812693,2024-05-20,referral,Regular,True
CST0126,Radha Pathak,nicholaszachariah@example.net,6215530842,Bhalswa Jahangir Pur,Madhya Pradesh,754047,2023-12-16,paid_search,Premium,True
CST0127,Balendra Acharya,sodhipallavi@example.net,3841176042,Bidar,Manipur,371103,2024-11-22,email,VIP,False
CST0128,Mekhala Bedi,johalabha@example.org,0805803708,Ambala,Meghalaya,998114,2025-04-02,social,Premium,True
CST0129,Yashvi Rao,abdullata@example.org,00639494440,Tenali,Assam,707143,2026-08-22,social,VIP,True
CST0130,Oscar Soman,nagarwal@example.org,06937991145,Ambala,Jharkhand,776225,2024-04-19,email,Premium,True
CST0131,Ranveer Dhawan,esachdev@example.org,+915711793918,Visakhapatnam,Mizoram,352335,2026-06-08,paid_search,Regular,True
CST0132,Nisha Majumdar,nidhi52@example.org,3092430046,Amravati,Telangana,264326,2024-08-25,referral,Regular,True
CST0133,Inaya Bajwa,jeremiahshetty@example.com,02795900086,Ahmednagar,Meghalaya,543715,2024-06-17,email,Premium,False
CST0134,Devansh Sibal,borayashoda@example.org,03640338111,Karaikudi,Mizoram,262480,2025-09-11,referral,Premium,False
CST0135,Oeshi Bhat,issacishita@example.net,+918849991077,Kulti,Sikkim,694223,2023-09-08,referral,Regular,False
CST0136,Dhriti Khatri,rajdhruv@example.com,5389716752,Gangtok,Haryana,559889,2024-02-24,paid_search,Regular,False
CST0137,Omisha Pandey,ojas91@example.net,+914797609693,Khandwa,Tamil Nadu,115003,2024-11-22,paid_search,VIP,False
CST0138,Balvan Balan,indrajitbansal@example.com,06523084407,Kanpur,Nagaland,715125,2025-12-11,paid_search,Premium,False
CST0139,Chanchal Bera,janinaveen@example.com,+917475315740,Varanasi,Himachal Pradesh,591909,2024-03-29,email,Regular,True
CST0140,Parth Edwin,maanasbaral@example.org,7497791024,Tirupati,Uttarakhand,358532,2026-07-09,email,Regular,True
CST0141,Rachit Barad,bhavyabera@example.net,3930178319,Varanasi,Himachal Pradesh,888816,2026-03-27,social,Premium,True
CST0142,Utkarsh Bobal,inatt@example.net,+919834190730,Bareilly,Bihar,020089,2025-12-09,referral,Premium,False
CST0143,Dhriti Lalla,pauirya@example.org,1091732858,Bhind,Odisha,470766,2024-08-26,social,Premium,True
CST0144,Advika Shankar,hparekh@example.net,8119331683,Aligarh,Andhra Pradesh,945237,2025-05-15,email,Premium,True
CST0145,Omya Babu,chowdhuryutkarsh@example.net,+912549153722,Ambattur,Tamil Nadu,323295,2026-03-02,social,Premium,False
CST0146,Onveer Amble,qkohli@example.net,+918488571930,Srinagar,Kerala,117619,2023-11-02,organic,VIP,True
CST0147,Gauri Borah,eratti@example.net,+912310536683,Chinsurah,Gujarat,676358,2024-02-03,email,Premium,True
CST0148,Harini Misra,chatterjeeadvaith@example.com,6681116441,Jabalpur,Telangana,654348,2025-09-01,referral,Premium,True
CST0149,Zehaan Bahl,krishnabrar@example.com,+918817470725,Narasaraopet,Assam,456516,2025-02-13,paid_search,Regular,False
CST0150,Chaaya Mani,faris54@example.org,+913329375426,Hospet,Uttarakhand,870569,2025-03-28,referral,Regular,True
CST0151,Yauvani Lad,nidra16@example.org,+914225133980,Hubli–Dharwad,Manipur,173039,2023-09-15,email,VIP,True
CST0152,Hemangini Mannan,dugalryan@example.org,6643779010,Kozhikode,Gujarat,660904,2025-10-19,paid_search,Regular,True
CST0153,Vyanjana Sachar,hbalakrishnan@example.org,+910717620405,Jabalpur,Mizoram,847636,2025-09-29,organic,Premium,True
CST0154,Vincent Mammen,borahamara@example.com,09169889410,Rampur,Karnataka,827725,2025-09-21,social,VIP,True
CST0155,Hema Barad,vgour@example.com,8734202217,Jamnagar,Tamil Nadu,441210,2025-11-20,paid_search,VIP,False
CST0156,Janani Batra,chakradharkannan@example.net,4975262297,Naihati,Telangana,483782,2024-06-06,referral,Regular,False
CST0157,Deepa Mahal,srivastavaanay@example.org,05684416286,Kurnool,Odisha,211604,2025-07-09,social,Regular,True
CST0158,Indira Nadkarni,ishwarmagar@example.net,+915419493815,Bhind,Punjab,325529,2025-05-20,paid_search,Premium,True
CST0159,Peter Thakkar,chokshioni@example.org,+914569596002,Bathinda,Chhattisgarh,893437,2023-08-31,referral,Premium,True
CST0160,Krisha Balasubramanian,nehasunder@example.net,+912285478258,Rohtak,Manipur,950370,2024-09-16,paid_search,Regular,False
CST0161,Aadhya Tiwari,itailor@example.net,08586988398,Bhiwandi,Jharkhand,258294,2025-02-17,social,VIP,True
CST0162,Tanish Wadhwa,dayitaprabhakar@example.com,0243030303,Delhi,Haryana,436466,2026-01-07,email,VIP,False
CST0163,Avni Sane,virajsidhu@example.com,8582905146,Patna,Odisha,609720,2024-03-04,paid_search,Premium,True
CST0164,Tamanna Virk,overma@example.com,+918754924390,Karnal,Kerala,974667,2025-03-08,organic,VIP,True
CST0165,Oviya Pau,pillaieta@example.com,07598435721,Sasaram,Arunachal Pradesh,161627,2025-01-29,paid_search,VIP,True
CST0166,Nimrat Desai,lankateerth@example.com,1590033238,Raiganj,Kerala,354762,2024-02-09,paid_search,VIP,False
CST0167,Ekbal Ahuja,kashyapwazir@example.org,+912241851826,Kishanganj,Arunachal Pradesh,090940,2024-01-05,referral,Regular,False
CST0168,Karan Zacharia,amander@example.org,01342916868,Erode,Nagaland,971624,2024-05-06,email,Premium,True
CST0169,Idika Chadha,chokshiethan@example.net,1102970260,Dindigul,Arunachal Pradesh,185264,2026-08-23,referral,Regular,True
CST0170,Nandini Loyal,balveerlalla@example.org,9769544973,Jaipur,Uttarakhand,094523,2024-08-12,paid_search,VIP,True
CST0171,Jeremiah Kala,bgaba@example.net,+914263236852,Kollam,Andhra Pradesh,300442,2026-02-21,email,Premium,True
CST0172,Devansh Bahri,kpanchal@example.com,+918353015983,Tenali,Tripura,641085,2025-11-04,social,VIP,True
CST0173,Leena Bhalla,subramaniamaarnav@example.com,01963107596,Kolhapur,Himachal Pradesh,242743,2024-04-18,paid_search,Premium,True
CST0174,Yagnesh Bawa,ldixit@example.net,4567204897,Karaikudi,West Bengal,046915,2025-03-08,social,VIP,True
CST0175,Jeet Puri,radhikahora@example.org,6048039198,Tiruchirappalli,Maharashtra,657070,2025-11-17,organic,Regular,True
CST0176,Hredhaan Joshi,kaulaadi@example.com,+910087030178,Mangalore,Tamil Nadu,741446,2025-11-19,referral,Premium,True
CST0177,Keya Atwal,zkrishna@example.net,+919197667729,Arrah,Haryana,212624,2024-02-27,referral,Premium,True
CST0178,Kabir Prasad,jayaramanzinal@example.net,8943671477,Jamalpur,Nagaland,356766,2025-07-30,paid_search,VIP,False
CST0179,Bhavini Vasa,mkumer@example.org,+918675732535,Varanasi,Kerala,538857,2025-12-19,email,Regular,True
CST0180,Ayush Wali,fdeshmukh@example.org,+912822580043,Udaipur,Goa,771834,2024-08-23,social,Premium,True
CST0181,Gautam Sethi,gtrivedi@example.net,06821890975,Barasat,Sikkim,441589,2024-06-16,organic,Regular,True
CST0182,Yashica Dora,brindapatla@example.com,+910373578233,Erode,Andhra Pradesh,648025,2024-03-04,referral,Premium,True
CST0183,Sanya Bath,ikbal13@example.com,3165201912,Hosur,Nagaland,904378,2023-12-29,paid_search,VIP,True
CST0184,Zayyan Raman,maanassrinivasan@example.org,+918622777683,Sikar,Punjab,255604,2026-01-31,email,Premium,True
CST0185,Bhavani Thakur,sanghaaarav@example.org,+919113180562,Sultan Pur Majra,Andhra Pradesh,598348,2023-11-17,social,Regular,True
CST0186,Jhalak Shetty,shivanshmadan@example.net,8212853145,Tezpur,Sikkim,994718,2024-04-05,social,VIP,False
CST0187,Dayita Saxena,nihalswaminathan@example.com,+912900289126,Khora ,Manipur,781445,2026-05-17,referral,Regular,True
CST0188,Oni Chander,bhavya44@example.org,+911068856464,Delhi,Maharashtra,894431,2025-10-29,social,VIP,False
CST0189,Lopa Walia,ejaggi@example.net,9997145998,Thoothukudi,Andhra Pradesh,565303,2023-12-23,email,Premium,True
CST0190,Unnati Ganguly,simon16@example.org,+910422525536,South Dumdum,Rajasthan,096728,2023-09-17,social,VIP,False
CST0191,Harita Bhatt,graval@example.com,0697471768,Bareilly,Himachal Pradesh,200671,2026-01-05,email,VIP,True
CST0192,Jagat Shankar,bahadurjitdada@example.com,+919425042034,Korba,Assam,528408,2025-06-26,email,VIP,False
CST0193,Abhimanyu Sankar,waidachhabra@example.com,08038382833,Bhilwara,Andhra Pradesh,038536,2025-08-16,paid_search,VIP,False
CST0194,Urvashi Krishnan,aarinibahl@example.net,+910885211917,Ghaziabad,Meghalaya,025804,2023-11-07,email,Premium,True
CST0195,Darika Sami,ekiyamore@example.org,8798216290,Bhilwara,Gujarat,502711,2026-01-12,email,Premium,True
CST0196,Gayathri Dutta,bdave@example.com,+918851675534,Mysore,Haryana,206072,2024-05-06,email,Premium,True
CST0197,Harita Barman,smannan@example.net,4011970127,Pallavaram,Uttar Pradesh,517842,2024-12-21,organic,Premium,True
CST0198,Irya Borra,mvarty@example.net,3264685937,Katni,Chhattisgarh,607416,2026-07-13,email,Regular,True
CST0199,Timothy Mani,bhargavaishanvi@example.com,09106461549,Raipur,Tripura,665849,2024-10-26,paid_search,VIP,True
CST0200,Isha Andra,nagarbrinda@example.org,02284002535,Kalyan-Dombivli,Madhya Pradesh,652701,2024-04-08,email,VIP,True
CST0201,Dayamai Hora,parmarjoshua@example.net,+918372891063,Kanpur,Sikkim,431923,2026-07-05,organic,VIP,True
CST0202,Ekbal Aurora,ayushmanmann@example.com,+916074832650,Hosur,Tripura,512604,2024-07-26,social,VIP,True
CST0203,Oeshi Sridhar,tandonnicholas@example.org,04093755413,Siliguri,Uttarakhand,248059,2023-11-29,organic,VIP,True
CST0204,Abha Nayak,jackreddy@example.com,+914678185536,Mahbubnagar,Jharkhand,013551,2025-11-06,organic,Premium,False
CST0205,Yug Sridhar,kuriananita@example.net,5855963952,Solapur,Goa,508146,2023-09-25,paid_search,VIP,False
CST0206,Damini Datta,edhithadevi@example.org,3633141757,Warangal,Andhra Pradesh,916422,2026-03-07,referral,Premium,True
CST0207,Laksh Banik,rayaan78@example.net,+915422391578,South Dumdum,Uttarakhand,953514,2024-12-04,organic,Regular,True
CST0208,Ekiya Narang,chaudhryansh@example.org,6273564779,Motihari,Kerala,737779,2024-02-06,referral,Regular,False
CST0209,Arin Loke,kumeradvik@example.com,03901846827,Bhiwandi,Kerala,709108,2023-10-27,social,Regular,False
CST0210,Nathaniel Chakrabarti,minhaslajita@example.org,02463163377,Sonipat,Gujarat,951742,2026-04-26,paid_search,VIP,True
CST0211,Ganga Biswas,xvarma@example.net,5836838868,Ahmedabad,Haryana,957360,2023-09-27,paid_search,Premium,False
CST0212,Kavya Buch,hemangbalay@example.org,3039801440,Sultan Pur Majra,Odisha,120145,2024-09-09,social,Regular,False
CST0213,Hemani Badami,krishachana@example.net,03354312200,Ichalkaranji,Telangana,788875,2026-04-18,paid_search,VIP,True
CST0214,Vedika Narayan,avnibhandari@example.com,1534584329,Jehanabad,Tamil Nadu,351539,2024-01-29,organic,Premium,True
CST0215,Caleb Nayak,ybali@example.net,2855663120,Sagar,Sikkim,616535,2025-03-04,email,Premium,True
CST0216,Darpan Bumb,vbatra@example.org,05349191728,Rajkot,Mizoram,109697,2023-10-15,referral,Regular,True
CST0217,Pallavi Chaudhary,ahujaharrison@example.net,+910984034708,Begusarai,Tamil Nadu,622029,2024-03-27,referral,Premium,True
CST0218,Wahab Rajagopalan,netra64@example.net,+915830247040,Panvel,Rajasthan,609088,2024-02-24,social,VIP,True
CST0219,Siddharth Varma,misrahemani@example.com,00497386549,Bangalore,West Bengal,734071,2025-02-21,referral,Regular,True
CST0220,Niharika Deshmukh,pgera@example.org,+919279265678,Bhimavaram,Mizoram,675342,2025-03-01,referral,Regular,True
CST0221,Varenya Dugar,ganesantara@example.net,+910519471227,Moradabad,Tamil Nadu,790503,2024-03-16,referral,VIP,True
CST0222,Abhiram Devi,gauravgera@example.net,4901709938,Medininagar,Nagaland,287626,2025-10-26,organic,VIP,False
CST0223,Harini Vaidya,jbhavsar@example.org,+919304979060,Thrissur,Gujarat,909683,2024-05-02,organic,Regular,True
